Date,Adj Close
7/9/2007,15.15
7/16/2007,16.950001
7/23/2007,24.17
7/30/2007,25.16
8/6/2007,28.299999
8/13/2007,29.99
8/20/2007,20.719999
8/27/2007,23.379999
9/3/2007,26.23
9/10/2007,24.92
9/17/2007,19
9/24/2007,18
10/1/2007,16.91
10/8/2007,17.73
10/15/2007,22.959999
10/22/2007,19.559999
10/29/2007,23.01
11/5/2007,28.5
11/12/2007,25.49
11/19/2007,25.610001
11/26/2007,22.870001
12/3/2007,20.85
12/10/2007,23.27
12/17/2007,18.469999
12/24/2007,20.74
12/31/2007,23.940001
1/7/2008,23.68
1/14/2008,27.18
1/21/2008,29.08
1/28/2008,24.02
2/4/2008,28.01
2/11/2008,25.02
2/18/2008,24.059999
2/25/2008,26.540001
3/3/2008,27.49
3/10/2008,31.16
3/17/2008,26.620001
3/24/2008,25.709999
3/31/2008,22.450001
4/7/2008,23.459999
4/14/2008,20.129999
4/21/2008,19.59
4/28/2008,18.18
5/5/2008,19.41
5/12/2008,16.469999
5/19/2008,19.549999
5/26/2008,17.83
6/2/2008,23.559999
6/9/2008,21.219999
6/16/2008,22.870001
6/23/2008,23.440001
6/30/2008,24.780001
7/7/2008,27.49
7/14/2008,24.049999
7/21/2008,22.91
7/28/2008,22.57
8/4/2008,20.66
8/11/2008,19.58
8/18/2008,18.809999
8/25/2008,20.65
9/1/2008,23.059999
9/8/2008,25.66
9/15/2008,32.07
9/22/2008,34.740002
9/29/2008,45.139999
10/6/2008,69.949997
10/13/2008,70.330002
10/20/2008,79.129997
10/27/2008,59.889999
11/3/2008,56.099998
11/10/2008,66.309998
11/17/2008,72.669998
11/24/2008,55.279999
12/1/2008,59.93
12/8/2008,54.279999
12/15/2008,44.93
12/22/2008,43.380001
12/29/2008,39.189999
1/5/2009,42.82
1/12/2009,46.110001
1/19/2009,47.27
1/26/2009,44.84
2/2/2009,43.369999
2/9/2009,42.93
2/16/2009,49.299999
2/23/2009,46.349998
3/2/2009,49.330002
3/9/2009,42.360001
3/16/2009,45.889999
3/23/2009,41.040001
3/30/2009,39.700001
4/6/2009,36.529999
4/13/2009,33.939999
4/20/2009,36.82
4/27/2009,35.299999
5/4/2009,32.049999
5/11/2009,33.119999
5/18/2009,32.630001
5/25/2009,28.92
6/1/2009,29.620001
6/8/2009,28.15
6/15/2009,27.99
6/22/2009,25.93
6/29/2009,27.950001
7/6/2009,29.02
7/13/2009,24.34
7/20/2009,23.09
7/27/2009,25.92
8/3/2009,24.76
8/10/2009,24.27
8/17/2009,25.01
8/24/2009,24.76
8/31/2009,25.26
9/7/2009,24.15
9/14/2009,23.92
9/21/2009,25.610001
9/28/2009,28.68
10/5/2009,23.120001
10/12/2009,21.43
10/19/2009,22.27
10/26/2009,30.690001
11/2/2009,24.190001
11/9/2009,23.360001
11/16/2009,22.190001
11/23/2009,24.74
11/30/2009,21.25
12/7/2009,21.59
12/14/2009,21.68
12/21/2009,19.469999
12/28/2009,21.68
1/4/2010,18.129999
1/11/2010,17.91
1/18/2010,27.309999
1/25/2010,24.620001
2/1/2010,26.110001
2/8/2010,22.73
2/15/2010,20.02
2/22/2010,19.5
3/1/2010,17.42
3/8/2010,17.58
3/15/2010,16.969999
3/22/2010,17.77
3/29/2010,17.469999
4/5/2010,16.139999
4/12/2010,18.360001
4/19/2010,16.620001
4/26/2010,22.049999
5/3/2010,40.950001
5/10/2010,31.24
5/17/2010,40.099998
5/24/2010,32.07
5/31/2010,35.48
6/7/2010,28.790001
6/14/2010,23.950001
6/21/2010,28.530001
6/28/2010,30.120001
7/5/2010,24.98
7/12/2010,26.25
7/19/2010,23.469999
7/26/2010,23.5
8/2/2010,21.74
8/9/2010,26.24
8/16/2010,25.49
8/23/2010,24.450001
8/30/2010,21.309999
9/6/2010,21.99
9/13/2010,22.01
9/20/2010,21.709999
9/27/2010,22.5
10/4/2010,20.709999
10/11/2010,19.030001
10/18/2010,18.780001
10/25/2010,21.200001
11/1/2010,18.26
11/8/2010,20.610001
11/15/2010,18.040001
11/22/2010,22.219999
11/29/2010,18.01
12/6/2010,17.610001
12/13/2010,16.110001
12/20/2010,16.469999
12/27/2010,17.75
1/3/2011,17.139999
1/10/2011,15.46
1/17/2011,18.469999
1/24/2011,20.040001
1/31/2011,15.93
2/7/2011,15.69
2/14/2011,16.43
2/21/2011,19.219999
2/28/2011,19.059999
3/7/2011,20.08
3/14/2011,24.440001
3/21/2011,17.91
3/28/2011,17.4
4/4/2011,17.870001
4/11/2011,15.32
4/18/2011,14.69
4/25/2011,14.75
5/2/2011,18.4
5/9/2011,17.07
5/16/2011,17.43
5/23/2011,15.98
5/30/2011,17.950001
6/6/2011,18.860001
6/13/2011,21.85
6/20/2011,21.1
6/27/2011,15.87
7/4/2011,15.95
7/11/2011,19.530001
7/18/2011,17.52
7/25/2011,25.25
8/1/2011,32
8/8/2011,36.360001
8/15/2011,43.049999
8/22/2011,35.59
8/29/2011,33.919998
9/5/2011,38.52
9/12/2011,30.98
9/19/2011,41.25
9/26/2011,42.959999
10/3/2011,36.200001
10/10/2011,28.24
10/17/2011,31.32
10/24/2011,24.530001
10/31/2011,30.16
11/7/2011,30.040001
11/14/2011,32
11/21/2011,34.470001
11/28/2011,27.52
12/5/2011,26.379999
12/12/2011,24.290001
12/19/2011,20.73
12/26/2011,23.4
1/2/2012,20.629999
1/9/2012,20.91
1/16/2012,18.280001
1/23/2012,18.530001
1/30/2012,17.1
2/6/2012,20.790001
2/13/2012,17.780001
2/20/2012,17.309999
2/27/2012,17.290001
3/5/2012,17.110001
3/12/2012,14.47
3/19/2012,14.82
3/26/2012,15.5
4/2/2012,16.700001
4/9/2012,19.549999
4/16/2012,17.440001
4/23/2012,16.32
4/30/2012,19.16
5/7/2012,19.889999
5/14/2012,25.1
5/21/2012,21.76
5/28/2012,26.66
6/4/2012,21.23
6/11/2012,21.110001
6/18/2012,18.110001
6/25/2012,17.08
7/2/2012,17.1
7/9/2012,16.74
7/16/2012,16.27
7/23/2012,16.700001
7/30/2012,15.64
8/6/2012,14.74
8/13/2012,13.45
8/20/2012,15.18
8/27/2012,17.469999
9/3/2012,14.38
9/10/2012,14.51
9/17/2012,13.98
9/24/2012,15.73
10/1/2012,14.33
10/8/2012,16.139999
10/15/2012,17.059999
10/22/2012,17.809999
10/29/2012,17.59
11/5/2012,18.610001
11/12/2012,16.41
11/19/2012,15.14
11/26/2012,15.87
12/3/2012,15.9
12/10/2012,17
12/17/2012,17.84
12/24/2012,22.719999
12/31/2012,13.83
1/7/2013,13.36
1/14/2013,12.46
1/21/2013,12.89
1/28/2013,12.9
2/4/2013,13.02
2/11/2013,12.46
2/18/2013,14.17
2/25/2013,15.36
3/4/2013,12.59
3/11/2013,11.3
3/18/2013,13.57
3/25/2013,12.7
4/1/2013,13.92
4/8/2013,12.06
4/15/2013,14.97
4/22/2013,13.61
4/29/2013,12.85
5/6/2013,12.59
5/13/2013,12.45
5/20/2013,13.99
5/27/2013,16.299999
6/3/2013,15.14
6/10/2013,17.15
6/17/2013,18.9
6/24/2013,16.860001
7/1/2013,14.89
7/8/2013,13.84
7/15/2013,12.54
7/22/2013,12.72
7/29/2013,11.98
8/5/2013,13.41
8/12/2013,14.37
8/19/2013,13.98
8/26/2013,17.01
9/2/2013,15.85
9/9/2013,14.16
9/16/2013,13.12
