Date,Adj Close
1/1/1990,20.110001
1/8/1990,24.639999
1/15/1990,22.5
1/22/1990,26.280001
1/29/1990,24.32
2/5/1990,23.690001
2/12/1990,20.780001
2/19/1990,23.690001
2/26/1990,21.34
3/5/1990,20.299999
3/12/1990,17.620001
3/19/1990,20.459999
3/26/1990,19.73
4/2/1990,21.76
4/9/1990,19.799999
4/16/1990,23.33
4/23/1990,22.190001
4/30/1990,17.280001
5/7/1990,19.809999
5/14/1990,17.200001
5/21/1990,17.32
5/28/1990,17.09
6/4/1990,17.58
6/11/1990,15.9
6/18/1990,19.360001
6/25/1990,15.5
7/2/1990,16.41
7/9/1990,17.09
7/16/1990,15.63
7/23/1990,21.120001
7/30/1990,28.74
8/6/1990,25.75
8/13/1990,27.530001
8/20/1990,33.93
8/27/1990,29.9
9/3/1990,28.73
9/10/1990,30.559999
9/17/1990,30.040001
9/24/1990,29.110001
10/1/1990,27.85
10/8/1990,31.940001
10/15/1990,27.860001
10/22/1990,30.75
10/29/1990,30.030001
11/5/1990,26.959999
11/12/1990,21.34
11/19/1990,20.98
11/26/1990,22.16
12/3/1990,22.59
12/10/1990,23.85
12/17/1990,22.66
12/24/1990,25.049999
12/31/1990,27.190001
1/7/1991,32.630001
1/14/1991,25.389999
1/21/1991,22.200001
1/28/1991,21.040001
2/4/1991,23.379999
2/11/1991,19.57
2/18/1991,21.01
2/25/1991,21.23
3/4/1991,20.809999
3/11/1991,14.9
3/18/1991,16.49
3/25/1991,16.879999
4/1/1991,17.629999
4/8/1991,18.450001
4/15/1991,15.68
4/22/1991,17.27
4/29/1991,17.24
5/6/1991,17.540001
5/13/1991,16.639999
5/20/1991,15.23
5/27/1991,15.93
6/3/1991,16.98
6/10/1991,15.98
6/17/1991,16.51
6/24/1991,19.549999
7/1/1991,18.35
7/8/1991,18.290001
7/15/1991,15.5
7/22/1991,15.45
7/29/1991,15.26
8/5/1991,15.45
8/12/1991,16.01
8/19/1991,14.41
8/26/1991,14.46
9/2/1991,16.76
9/9/1991,17.879999
9/16/1991,17.08
9/23/1991,16.309999
9/30/1991,15.63
10/7/1991,17.6
10/14/1991,15.87
10/21/1991,15.75
10/28/1991,15.6
11/4/1991,15.43
11/11/1991,21.18
11/18/1991,21.200001
11/25/1991,20.26
12/2/1991,19.040001
12/9/1991,17.879999
12/16/1991,17.65
12/23/1991,15.7
12/30/1991,18.75
1/6/1992,18.450001
1/13/1992,16.32
1/20/1992,16.24
1/27/1992,17.4
2/3/1992,18.51
2/10/1992,17.030001
2/17/1992,16.870001
2/24/1992,16.68
3/2/1992,19.75
3/9/1992,18.35
3/16/1992,16.82
3/23/1992,16.02
3/30/1992,16.719999
4/6/1992,16.85
4/13/1992,14.85
4/20/1992,15.71
4/27/1992,16.610001
5/4/1992,15.65
5/11/1992,14.82
5/18/1992,13.73
5/25/1992,13.86
6/1/1992,14.65
6/8/1992,14.95
6/15/1992,16.309999
6/22/1992,14.67
6/29/1992,13.88
7/6/1992,13.7
7/13/1992,12.6
7/20/1992,13.37
7/27/1992,13.17
8/3/1992,13.94
8/10/1992,14.66
8/17/1992,15.01
8/24/1992,13.14
8/31/1992,12.98
9/7/1992,12.47
9/14/1992,13.74
9/21/1992,14.8
9/28/1992,17.790001
10/5/1992,20.51
10/12/1992,17.01
10/19/1992,16.459999
10/26/1992,16.15
11/2/1992,14.69
11/9/1992,14.61
11/16/1992,13.67
11/23/1992,12.58
11/30/1992,11.81
12/7/1992,12.34
12/14/1992,11.66
12/21/1992,11.57
12/28/1992,12.57
1/4/1993,13.77
1/11/1993,11.57
1/18/1993,11.3
1/25/1993,12.42
2/1/1993,12.9
2/8/1993,12.38
2/15/1993,15.02
2/22/1993,13.16
3/1/1993,14.08
3/8/1993,15.66
3/15/1993,13.23
3/22/1993,12.21
3/29/1993,14.5
4/5/1993,12.83
4/12/1993,11.29
4/19/1993,13.36
4/26/1993,12.42
5/3/1993,13.01
5/10/1993,14.39
5/17/1993,14.51
5/24/1993,13.47
5/31/1993,12.86
6/7/1993,12.71
6/14/1993,12.24
6/21/1993,11.25
6/28/1993,11.33
7/5/1993,10.8
7/12/1993,10.96
7/19/1993,11.32
7/26/1993,11.73
8/2/1993,12.33
8/9/1993,12.19
8/16/1993,11.62
8/23/1993,11.91
8/30/1993,11.16
9/6/1993,11.7
9/13/1993,13.39
9/20/1993,12.47
9/27/1993,11.83
10/4/1993,12.04
10/11/1993,10.87
10/18/1993,11.48
10/25/1993,11.46
11/1/1993,14.97
11/8/1993,13.33
11/15/1993,15.03
11/22/1993,13.77
11/29/1993,12.69
12/6/1993,12.6
12/13/1993,11.08
12/20/1993,9.48
12/27/1993,11.66
1/3/1994,10.96
1/10/1994,11.15
1/17/1994,11.09
1/24/1994,9.94
1/31/1994,15.25
2/7/1994,14.46
2/14/1994,14.7
2/21/1994,14.8
2/28/1994,16
3/7/1994,14.87
3/14/1994,13.32
3/21/1994,13.67
3/28/1994,20.450001
4/4/1994,16.92
4/11/1994,15.98
4/18/1994,14.94
4/25/1994,13.77
5/2/1994,15.08
5/9/1994,14.54
5/16/1994,12.79
5/23/1994,12.49
5/30/1994,12.19
6/6/1994,12.69
6/13/1994,12.31
6/20/1994,16.719999
6/27/1994,14.36
7/4/1994,13.26
7/11/1994,11.28
7/18/1994,11.22
7/25/1994,11.13
8/1/1994,12.34
8/8/1994,11.09
8/15/1994,12.83
8/22/1994,12.19
8/29/1994,11.4
9/5/1994,13.12
9/12/1994,12.8
9/19/1994,14.53
9/26/1994,14.28
10/3/1994,14.92
10/10/1994,13.32
10/17/1994,15.91
10/24/1994,14.56
10/31/1994,16.75
11/7/1994,16.5
11/14/1994,16
11/21/1994,17.440001
11/28/1994,16.549999
12/5/1994,16.040001
12/12/1994,12.79
12/19/1994,11.82
12/26/1994,13.2
1/2/1995,13.13
1/9/1995,11.1
1/16/1995,12.15
1/23/1995,11.25
1/30/1995,10.98
2/6/1995,11.28
2/13/1995,11.71
2/20/1995,10.84
2/27/1995,11.45
3/6/1995,12.38
3/13/1995,11.8
3/20/1995,11.19
3/27/1995,13.37
4/3/1995,12.85
4/10/1995,11.48
4/17/1995,11.86
4/24/1995,11.75
5/1/1995,12.06
5/8/1995,11.84
5/15/1995,12.81
5/22/1995,12.2
5/29/1995,12.98
6/5/1995,12.76
6/12/1995,10.75
6/19/1995,11.12
6/26/1995,11.38
7/3/1995,11.77
7/10/1995,12.08
7/17/1995,12.37
7/24/1995,13.18
7/31/1995,13.21
8/7/1995,12.9
8/14/1995,12.03
8/21/1995,12.33
8/28/1995,11.29
9/4/1995,11.16
9/11/1995,11.58
9/18/1995,12.46
9/25/1995,12.74
10/2/1995,13.98
10/9/1995,13.67
10/16/1995,13.46
10/23/1995,14.63
10/30/1995,12.26
11/6/1995,12.97
11/13/1995,12.49
11/20/1995,11.87
11/27/1995,11.11
12/4/1995,11.12
12/11/1995,11.44
12/18/1995,11.51
12/25/1995,12.52
1/1/1996,13.58
1/8/1996,14.23
1/15/1996,12.7
1/22/1996,12
1/29/1996,13.23
2/5/1996,14.63
2/12/1996,15.37
2/19/1996,14.78
2/26/1996,16.719999
3/4/1996,20.700001
3/11/1996,16.540001
3/18/1996,17.049999
3/25/1996,18.879999
4/1/1996,16.18
4/8/1996,17.379999
4/15/1996,15.12
4/22/1996,14.75
4/29/1996,16.700001
5/6/1996,15.61
5/13/1996,15.13
5/20/1996,15.54
5/27/1996,16.07
6/3/1996,16.1
6/10/1996,18.639999
6/17/1996,15.8
6/24/1996,13.68
7/1/1996,16.09
7/8/1996,17.09
7/15/1996,17.26
7/22/1996,17.450001
7/29/1996,16.190001
8/5/1996,15.77
8/12/1996,14.81
8/19/1996,14.18
8/26/1996,17.01
9/2/1996,17.1
9/9/1996,15.2
9/16/1996,15.65
9/23/1996,16.1
9/30/1996,14.8
10/7/1996,15.07
10/14/1996,15.08
10/21/1996,17.290001
10/28/1996,17.889999
11/4/1996,15.78
11/11/1996,14.36
11/18/1996,14.92
11/25/1996,17.139999
12/2/1996,18.82
12/9/1996,21.09
12/16/1996,18.85
12/23/1996,19.129999
12/30/1996,19.129999
1/6/1997,19.629999
1/13/1997,18.629999
1/20/1997,19.33
1/27/1997,19.469999
2/3/1997,18.9
2/10/1997,19.18
2/17/1997,20.549999
2/24/1997,21.1
3/3/1997,19.32
3/10/1997,19.809999
3/17/1997,19.690001
3/24/1997,20.5
3/31/1997,19.23
4/7/1997,19.76
4/14/1997,18.75
4/21/1997,21.15
4/28/1997,17.51
5/5/1997,20.110001
5/12/1997,21.57
5/19/1997,18.08
5/26/1997,19.190001
6/2/1997,18.940001
6/9/1997,19.27
6/16/1997,20.200001
6/23/1997,21.219999
6/30/1997,17.82
7/7/1997,19.059999
7/14/1997,22.280001
7/21/1997,20.82
7/28/1997,22.290001
8/4/1997,22.459999
8/11/1997,24.450001
8/18/1997,24.74
8/25/1997,24.76
9/1/1997,24.309999
9/8/1997,25.17
9/15/1997,22.74
9/22/1997,22.26
9/29/1997,21.540001
10/6/1997,19.75
10/13/1997,21.690001
10/20/1997,23.17
10/27/1997,35.09
11/3/1997,36.27
11/10/1997,33.66
11/17/1997,26.65
11/24/1997,27.43
12/1/1997,22.65
12/8/1997,27.92
12/15/1997,29.18
12/22/1997,29.27
12/29/1997,23.42
1/5/1998,28.690001
1/12/1998,21.65
1/19/1998,23.32
1/26/1998,21.469999
2/2/1998,20.51
2/9/1998,19.84
2/16/1998,19
2/23/1998,18.549999
3/2/1998,19.139999
3/9/1998,18.709999
3/16/1998,18.690001
3/23/1998,23.469999
3/30/1998,21.82
4/6/1998,21.51
4/13/1998,20.76
4/20/1998,21.969999
4/27/1998,19.34
5/4/1998,20.57
5/11/1998,20.440001
5/18/1998,18.99
5/25/1998,21.32
6/1/1998,19.780001
6/8/1998,22.780001
6/15/1998,21.92
6/22/1998,19.360001
6/29/1998,17.67
7/6/1998,17.92
7/13/1998,16.23
7/20/1998,23.01
7/27/1998,24.799999
8/3/1998,27.02
8/10/1998,34.34
8/17/1998,33.139999
8/24/1998,39.599998
8/31/1998,43.310001
9/7/1998,43.740002
9/14/1998,38.630001
9/21/1998,34.549999
9/28/1998,40.470001
10/5/1998,42.200001
10/12/1998,34.82
10/19/1998,32.27
10/26/1998,28.049999
11/2/1998,25.700001
11/9/1998,29.030001
11/16/1998,22.469999
11/23/1998,22.09
11/30/1998,25.309999
12/7/1998,27.719999
12/14/1998,25.040001
12/21/1998,21.48
12/28/1998,24.42
1/4/1999,23.280001
1/11/1999,29.24
1/18/1999,31.950001
1/25/1999,26.25
2/1/1999,29.67
2/8/1999,29.76
2/15/1999,29.299999
2/22/1999,27.879999
3/1/1999,24.08
3/8/1999,24.84
3/15/1999,24.32
3/22/1999,24.040001
3/29/1999,22.059999
4/5/1999,21.77
4/12/1999,23.9
4/19/1999,22.76
4/26/1999,25.07
5/3/1999,25.360001
5/10/1999,26.860001
5/17/1999,24.4
5/24/1999,25.389999
5/31/1999,23.43
6/7/1999,25.9
6/14/1999,21.75
6/21/1999,21.76
6/28/1999,18.66
7/5/1999,17.959999
7/12/1999,17.42
7/19/1999,23.32
7/26/1999,24.639999
8/2/1999,26.6
8/9/1999,22.309999
8/16/1999,22.950001
8/23/1999,21.83
8/30/1999,20.98
9/6/1999,22.030001
9/13/1999,23.299999
9/20/1999,27.790001
9/27/1999,24.93
10/4/1999,20.49
10/11/1999,28.75
10/18/1999,21.639999
10/25/1999,22.200001
11/1/1999,21.66
11/8/1999,21.65
11/15/1999,19.110001
11/22/1999,22.33
11/29/1999,19.32
12/6/1999,21.48
12/13/1999,21.35
12/20/1999,21.120001
12/27/1999,24.639999
1/3/2000,21.719999
1/10/2000,19.66
1/17/2000,20.82
1/24/2000,26.139999
1/31/2000,21.540001
2/7/2000,24.42
2/14/2000,26
2/21/2000,25.200001
2/28/2000,19.209999
3/6/2000,21.24
3/13/2000,22.370001
3/20/2000,23.309999
3/27/2000,24.110001
4/3/2000,24.389999
4/10/2000,33.490002
4/17/2000,25.85
4/24/2000,26.200001
5/1/2000,27.530001
5/8/2000,26.049999
5/15/2000,25.440001
5/22/2000,24.469999
5/29/2000,21.48
6/5/2000,22.139999
6/12/2000,20.5
6/19/2000,22.34
6/26/2000,19.540001
7/3/2000,19.219999
7/10/2000,19.32
7/17/2000,18.940001
7/24/2000,20.84
7/31/2000,18.620001
8/7/2000,18.549999
8/14/2000,17.049999
8/21/2000,16.530001
8/28/2000,17.530001
9/4/2000,18.459999
9/11/2000,18.52
9/18/2000,20.74
9/25/2000,20.57
10/2/2000,22.709999
10/9/2000,27.6
10/16/2000,24.24
10/23/2000,26.469999
10/30/2000,23.67
11/6/2000,28.530001
11/13/2000,24.809999
11/20/2000,26
11/27/2000,27.48
12/4/2000,22.41
12/11/2000,26.549999
12/18/2000,27.549999
12/25/2000,26.85
1/1/2001,28.67
1/8/2001,24.559999
1/15/2001,23.24
1/22/2001,22.57
1/29/2001,21.950001
2/5/2001,22.030001
2/12/2001,22.120001
2/19/2001,27.209999
2/26/2001,27.43
3/5/2001,25.620001
3/12/2001,29.91
3/19/2001,30.450001
3/26/2001,28.639999
4/2/2001,31.690001
4/9/2001,26.120001
4/16/2001,25.379999
4/23/2001,24.02
4/30/2001,23.91
5/7/2001,23.540001
5/14/2001,21.23
5/21/2001,20.6
5/28/2001,21.59
6/4/2001,19.92
6/11/2001,22.809999
6/18/2001,20.02
6/25/2001,19.059999
7/2/2001,21.629999
7/9/2001,21.139999
7/16/2001,22.34
7/23/2001,22
7/30/2001,19.889999
8/6/2001,20.549999
8/13/2001,23.84
8/20/2001,19.709999
8/27/2001,24.92
9/3/2001,30.99
9/10/2001,31.84
9/17/2001,42.66
9/24/2001,31.93
10/1/2001,33.389999
10/8/2001,35.27
10/15/2001,34.110001
10/22/2001,28.42
10/29/2001,30.709999
11/5/2001,27.440001
11/12/2001,25.07
11/19/2001,23.25
11/26/2001,23.84
12/3/2001,23.49
12/10/2001,24.629999
12/17/2001,22.5
12/24/2001,21.4
12/31/2001,20.450001
1/7/2002,22.6
1/14/2002,22.52
1/21/2002,21.01
1/28/2002,21.120001
2/4/2002,23.26
2/11/2002,22.370001
2/18/2002,22.860001
2/25/2002,19.959999
3/4/2002,19.27
3/11/2002,18.42
3/18/2002,17.77
3/25/2002,17.4
4/1/2002,19.129999
4/8/2002,19.42
4/15/2002,18.299999
4/22/2002,22.139999
4/29/2002,20.190001
5/6/2002,22.41
5/13/2002,17.700001
5/20/2002,18.9
5/27/2002,19.98
6/3/2002,23.51
6/10/2002,25.959999
6/17/2002,27.23
6/24/2002,25.4
7/1/2002,27.110001
7/8/2002,32.939999
7/15/2002,38.169998
7/22/2002,35.509998
7/29/2002,41.290001
8/5/2002,35.330002
8/12/2002,28.809999
8/19/2002,29.32
8/26/2002,32.639999
9/2/2002,36.330002
9/9/2002,35.82
9/16/2002,38.98
9/23/2002,36.970001
9/30/2002,39.459999
10/7/2002,35.700001
10/14/2002,33.529999
10/21/2002,30
10/28/2002,29.299999
11/4/2002,29.41
11/11/2002,26.65
11/18/2002,23.16
11/25/2002,27.5
12/2/2002,28.879999
12/9/2002,28.18
12/16/2002,26.709999
12/23/2002,29.549999
12/30/2002,24.68
1/6/2003,24.32
1/13/2003,25.700001
1/20/2003,31.51
1/27/2003,31.17
2/3/2003,34.009998
2/10/2003,32.619999
2/17/2003,30.25
2/24/2003,29.629999
3/3/2003,31.08
3/10/2003,30.98
3/17/2003,28.67
3/24/2003,27.75
3/31/2003,29.129999
4/7/2003,24.440001
4/14/2003,21.5
4/21/2003,20.799999
4/28/2003,20.629999
5/5/2003,19.690001
5/12/2003,18.4
5/19/2003,19.17
5/26/2003,19.469999
6/2/2003,21.25
6/9/2003,20.66
6/16/2003,19.139999
6/23/2003,19.16
6/30/2003,19.389999
7/7/2003,18.469999
7/14/2003,19.110001
7/21/2003,17.75
7/28/2003,20.75
8/4/2003,19.59
8/11/2003,18.27
8/18/2003,18.549999
8/25/2003,18.629999
9/1/2003,18.17
9/8/2003,18.68
9/15/2003,17.540001
9/22/2003,22.23
9/29/2003,19.5
10/6/2003,18.450001
10/13/2003,17.620001
10/20/2003,17.709999
10/27/2003,16.1
11/3/2003,16.93
11/10/2003,16.940001
11/17/2003,18.98
11/24/2003,16.32
12/1/2003,17.09
12/8/2003,16.41
12/15/2003,16.42
12/22/2003,17.450001
12/29/2003,18.219999
1/5/2004,16.75
1/12/2004,15
1/19/2004,14.84
1/26/2004,16.629999
2/2/2004,16
2/9/2004,15.58
2/16/2004,16.040001
2/23/2004,14.55
3/1/2004,14.48
3/8/2004,18.299999
3/15/2004,19.15
3/22/2004,17.33
3/29/2004,15.64
4/5/2004,16.26
4/12/2004,14.94
4/19/2004,14.01
4/26/2004,17.190001
5/3/2004,18.129999
5/10/2004,18.469999
5/17/2004,18.49
5/24/2004,15.5
5/31/2004,16.780001
6/7/2004,15.04
6/14/2004,14.99
6/21/2004,15.19
6/28/2004,15.08
7/5/2004,15.78
7/12/2004,14.34
7/19/2004,16.5
7/26/2004,15.32
8/2/2004,19.34
8/9/2004,17.98
8/16/2004,16
8/23/2004,14.71
8/30/2004,13.91
9/6/2004,13.76
9/13/2004,14.03
9/20/2004,14.28
9/27/2004,12.75
10/4/2004,15.05
10/11/2004,15.04
10/18/2004,15.28
10/25/2004,16.27
11/1/2004,13.84
11/8/2004,13.33
11/15/2004,13.5
11/22/2004,12.78
11/29/2004,12.96
12/6/2004,12.76
12/13/2004,11.95
12/20/2004,11.23
12/27/2004,13.29
1/3/2005,13.49
1/10/2005,12.43
1/17/2005,14.36
1/24/2005,13.24
1/31/2005,11.21
2/7/2005,11.43
2/14/2005,11.18
2/21/2005,11.49
2/28/2005,11.94
3/7/2005,12.8
3/14/2005,13.14
3/21/2005,13.42
3/28/2005,14.09
4/4/2005,12.62
4/11/2005,17.74
4/18/2005,15.38
4/25/2005,15.31
5/2/2005,14.05
5/9/2005,16.32
5/16/2005,13.14
5/23/2005,12.15
5/30/2005,12.15
6/6/2005,11.96
6/13/2005,11.48
6/20/2005,12.18
6/27/2005,11.4
7/4/2005,11.45
7/11/2005,10.33
7/18/2005,10.52
7/25/2005,11.57
8/1/2005,12.48
8/8/2005,12.74
8/15/2005,13.42
8/22/2005,13.72
8/29/2005,13.57
9/5/2005,11.98
9/12/2005,11.22
9/19/2005,12.96
9/26/2005,11.92
10/3/2005,14.59
10/10/2005,14.87
10/17/2005,16.129999
10/24/2005,14.25
10/31/2005,13.17
11/7/2005,11.63
11/14/2005,11.12
11/21/2005,10.88
11/28/2005,11.01
12/5/2005,11.69
12/12/2005,10.68
12/19/2005,10.27
12/26/2005,12.07
1/2/2006,11
1/9/2006,11.23
1/16/2006,14.56
1/23/2006,11.97
1/30/2006,12.96
2/6/2006,12.87
2/13/2006,12.01
2/20/2006,11.46
2/27/2006,11.96
3/6/2006,11.85
3/13/2006,12.12
3/20/2006,11.19
3/27/2006,11.39
4/3/2006,12.26
4/10/2006,12.38
4/17/2006,11.59
4/24/2006,11.59
5/1/2006,11.62
5/8/2006,14.19
5/15/2006,17.18
5/22/2006,14.26
5/29/2006,14.32
6/5/2006,18.120001
6/12/2006,17.25
6/19/2006,15.89
6/26/2006,13.08
7/3/2006,13.97
7/10/2006,18.049999
7/17/2006,17.4
7/24/2006,14.33
7/31/2006,14.34
8/7/2006,14.3
8/14/2006,11.64
8/21/2006,12.31
8/28/2006,11.96
9/4/2006,13.16
9/11/2006,11.76
9/18/2006,12.59
9/25/2006,11.98
10/2/2006,11.56
10/9/2006,10.75
10/16/2006,10.63
10/23/2006,10.8
10/30/2006,11.16
11/6/2006,10.79
11/13/2006,10.05
11/20/2006,10.73
11/27/2006,11.66
12/4/2006,12.07
12/11/2006,10.05
12/18/2006,11.36
12/25/2006,11.56
1/1/2007,12.14
1/8/2007,10.15
1/15/2007,10.4
1/22/2007,11.13
1/29/2007,10.08
2/5/2007,11.1
2/12/2007,10.02
2/19/2007,10.58
2/26/2007,18.610001
3/5/2007,14.09
3/12/2007,16.790001
3/19/2007,12.95
3/26/2007,14.64
4/2/2007,13.23
4/9/2007,12.2
4/16/2007,12.07
4/23/2007,12.45
4/30/2007,12.91
5/7/2007,12.95
5/14/2007,12.76
5/21/2007,13.34
5/28/2007,12.78
6/4/2007,14.84
6/11/2007,13.94
6/18/2007,15.75
6/25/2007,16.23
7/2/2007,14.72
